dataset_uuid,topic_name
61b34360-c1c0-4099-b023-b731e0fc7c6f,Elections
45673e42-f7ca-4322-b963-4ab53f230efa,Business
45673e42-f7ca-4322-b963-4ab53f230efa,Demographics
45673e42-f7ca-4322-b963-4ab53f230efa,Geospatial
97019251-4dd1-46c5-b33b-8abf1af349bb,Climate
97019251-4dd1-46c5-b33b-8abf1af349bb,Geospatial
f4dc353e-8e76-44da-8e70-9a57eb7349fa,Labor
e126fdab-a7f6-4493-b6a6-e228a7bc6fa3,Demographics
e126fdab-a7f6-4493-b6a6-e228a7bc6fa3,Agriculture
13e6d68f-221d-4926-b8c7-308b15ce8008,Labor
13e6d68f-221d-4926-b8c7-308b15ce8008,Agriculture
13e6d68f-221d-4926-b8c7-308b15ce8008,Criminal Justice
fb5316ef-365e-4e10-8b59-da027c26038a,Demographics
b791d2f3-9f7f-4073-9cb1-d36adb1d9ffd,Criminal Justice
b791d2f3-9f7f-4073-9cb1-d36adb1d9ffd,Business
b791d2f3-9f7f-4073-9cb1-d36adb1d9ffd,Public Safety
5e78ff4a-d4f3-4042-ba4b-60756d69b7e1,Housing
213d387d-bbfe-47a7-9498-db7fc215256f,Business
213d387d-bbfe-47a7-9498-db7fc215256f,Social Services
7ab608c8-ffbe-4518-9533-c78c751beed7,Labor
7ab608c8-ffbe-4518-9533-c78c751beed7,Transportation
a7662bc4-50d3-4a3b-97b8-661ce7b1cea5,Agriculture
a7662bc4-50d3-4a3b-97b8-661ce7b1cea5,Social Services
a7662bc4-50d3-4a3b-97b8-661ce7b1cea5,Criminal Justice
63618ea7-2aee-4c9b-aa96-1f189c6687a5,Criminal Justice
b9f49893-eb16-4deb-a146-940765b5a14f,Environment
431eb9a2-e09b-4d1c-ba65-fc2a49cd48fe,Elections
431eb9a2-e09b-4d1c-ba65-fc2a49cd48fe,Housing
c1b30e37-f2ed-4f60-b4a0-69d2385624d4,Agriculture
00800a44-8535-4193-b65c-1583597793e0,Elections
00800a44-8535-4193-b65c-1583597793e0,Transportation
d8d9ccfb-4918-498d-b2cd-e36c75e2f6ec,Housing
d8d9ccfb-4918-498d-b2cd-e36c75e2f6ec,Energy
daeef4b6-cc82-4ef4-b487-ad7eff5d8aca,Transportation
8bec0197-1ef5-42f2-a52b-1becc947f909,Health
8bec0197-1ef5-42f2-a52b-1becc947f909,Science & Research
ab23dcef-2928-4245-ae7f-5453270ba348,Geospatial
ab23dcef-2928-4245-ae7f-5453270ba348,Finance
7b0d486d-85de-4bcb-b30c-d026dcb8e06f,Environment
7b0d486d-85de-4bcb-b30c-d026dcb8e06f,Demographics
e276e556-caa6-4dc4-8d23-bd4fb4300011,Education
e276e556-caa6-4dc4-8d23-bd4fb4300011,Housing
e276e556-caa6-4dc4-8d23-bd4fb4300011,Water
66fdd816-5e96-4b20-91e2-107e96f4213f,Social Services
ece05a84-df35-4ae2-ab47-3298ca055e3b,Public Safety
995c747b-ada4-49b1-befe-58abf9afac79,Geospatial
ac208fb0-6f01-4a90-a476-b30294763c3b,Energy
ac208fb0-6f01-4a90-a476-b30294763c3b,Climate
aaef7cb8-4050-4ce5-be06-bdb6559ad6a0,Labor
60f18904-ac23-4dd4-9b1c-54cd46b220ee,Energy
60f18904-ac23-4dd4-9b1c-54cd46b220ee,Climate
60f18904-ac23-4dd4-9b1c-54cd46b220ee,Social Services
9f100830-55a2-404f-9f4b-55f5629a1edd,Geospatial
9f100830-55a2-404f-9f4b-55f5629a1edd,Health
dd139c1b-dc02-4bf5-b740-01ed61536aeb,Geospatial
dd139c1b-dc02-4bf5-b740-01ed61536aeb,Weather
dd139c1b-dc02-4bf5-b740-01ed61536aeb,Criminal Justice
7e59ae5c-6e83-4775-9a36-f12c6f2cf1d7,Housing
7e59ae5c-6e83-4775-9a36-f12c6f2cf1d7,Elections
7e59ae5c-6e83-4775-9a36-f12c6f2cf1d7,Water
1fef7254-7878-4665-8da8-b4aee0a08c1a,Public Safety
1fef7254-7878-4665-8da8-b4aee0a08c1a,Environment
0f8d05a4-e2a1-479c-b7e1-6a5c25b6995e,Water
0f8d05a4-e2a1-479c-b7e1-6a5c25b6995e,Finance
51d7a0bf-78f5-4516-aff1-32dcf257b57d,Climate
51d7a0bf-78f5-4516-aff1-32dcf257b57d,Social Services
5b43d2b3-7d98-4a35-9d4d-c0beb821c470,Science & Research
860a94b2-07b0-4836-bb74-88f45bbdbd9e,Labor
860a94b2-07b0-4836-bb74-88f45bbdbd9e,Environment
44008ed8-d64d-408c-8acc-bddfde117e3b,Energy
44008ed8-d64d-408c-8acc-bddfde117e3b,Public Safety
f38a0405-3f01-4eb1-85a0-193e41dfa4c4,Weather
5124018d-9bda-46c6-8363-526b2c712f73,Geospatial
998dd2bf-cfca-4080-a321-aee3a17f8fb8,Social Services
998dd2bf-cfca-4080-a321-aee3a17f8fb8,Science & Research
9dd6d1ce-dc86-4d2e-bf9f-f600bc795a35,Public Safety
9dd6d1ce-dc86-4d2e-bf9f-f600bc795a35,Finance
9dd6d1ce-dc86-4d2e-bf9f-f600bc795a35,Housing
6ce39bd4-13cb-4ed5-b101-093f57c6aa18,Agriculture
25410dd0-522c-49ce-a1bd-cb3e8e13c6d0,Education
25410dd0-522c-49ce-a1bd-cb3e8e13c6d0,Transportation
25410dd0-522c-49ce-a1bd-cb3e8e13c6d0,Water
845cc5e4-0db4-443b-b63f-776af2698136,Agriculture
837ef893-5245-4883-bad8-667785f66b0c,Energy
31c1e5c6-b372-4889-aae5-eeba684b25ab,Criminal Justice
31c1e5c6-b372-4889-aae5-eeba684b25ab,Health
48ad6c43-d18a-4312-8f08-fe7448c15db4,Agriculture
48ad6c43-d18a-4312-8f08-fe7448c15db4,Criminal Justice
ac9177d7-9ac6-4eda-9174-abbeccfe7233,Health
ed95fbf4-cdb5-41f7-ab14-ba63f4587123,Water
ed95fbf4-cdb5-41f7-ab14-ba63f4587123,Energy
ed95fbf4-cdb5-41f7-ab14-ba63f4587123,Demographics
402db6e4-752b-4441-a94c-5ae6995d5455,Criminal Justice
402db6e4-752b-4441-a94c-5ae6995d5455,Public Safety
ecf01d65-53ac-4250-9769-d568a16a6a52,Agriculture
ecf01d65-53ac-4250-9769-d568a16a6a52,Energy
ecf01d65-53ac-4250-9769-d568a16a6a52,Criminal Justice
c2ce4d83-ced3-4156-8947-7c5cc1843fdb,Education
5600fc26-35f1-4882-bf0f-d76daa10b26b,Education
13f09ea9-f42b-401a-9dab-8348b637f362,Weather
13f09ea9-f42b-401a-9dab-8348b637f362,Labor
13f09ea9-f42b-401a-9dab-8348b637f362,Energy
a2665185-2474-41a0-ad60-10759ae5f787,Criminal Justice
a2665185-2474-41a0-ad60-10759ae5f787,Housing
6c71fd0b-ea28-4962-b580-036449f3901b,Criminal Justice
12bdeaa1-07fe-4eb3-b83a-f816e3c65385,Labor
12bdeaa1-07fe-4eb3-b83a-f816e3c65385,Agriculture
12bdeaa1-07fe-4eb3-b83a-f816e3c65385,Weather
52c3a53e-0563-43f8-a36c-443c700dd6c7,Criminal Justice
52c3a53e-0563-43f8-a36c-443c700dd6c7,Agriculture
c138c784-c86b-43b3-8c55-58aa424c93a8,Finance
c138c784-c86b-43b3-8c55-58aa424c93a8,Water
1683dd0d-27be-4e7f-a07b-9aba7d79e641,Labor
1683dd0d-27be-4e7f-a07b-9aba7d79e641,Demographics
1683dd0d-27be-4e7f-a07b-9aba7d79e641,Criminal Justice
2a952aad-18fd-4064-817f-e2b04f1ad6f4,Criminal Justice
2a952aad-18fd-4064-817f-e2b04f1ad6f4,Social Services
cc9e20e2-6d39-42d3-b178-4033fb2689a5,Transportation
f96d58bd-1238-4b27-999d-77b9ca7b9b2e,Health
f96d58bd-1238-4b27-999d-77b9ca7b9b2e,Public Safety
7d996498-4b3b-4ac9-8163-8dd4467ec2e1,Labor
60b2f1b2-74ea-42cc-a423-beb42a878777,Housing
8d045058-84ce-4453-837a-c4983e2b3803,Education
9bbf89f4-bf86-4f7c-9fff-299dc3cc3d19,Social Services
4d9f7f2f-2648-47d7-a53e-19ceca091a8e,Weather
0a32aa4a-4221-40d0-9be9-c90b5b8df074,Water
0a32aa4a-4221-40d0-9be9-c90b5b8df074,Transportation
1d838b38-b4a2-4183-813f-4fc51eb8317c,Agriculture
1d838b38-b4a2-4183-813f-4fc51eb8317c,Health
00220f06-bbe1-4945-b5a1-ba319e9d25a0,Transportation
00220f06-bbe1-4945-b5a1-ba319e9d25a0,Elections
14bfcd47-8f7d-4839-96d0-769ed63003ed,Business
14bfcd47-8f7d-4839-96d0-769ed63003ed,Public Safety
14bfcd47-8f7d-4839-96d0-769ed63003ed,Labor
3ed41a0d-a379-40d8-b095-23130ac88912,Criminal Justice
3ed41a0d-a379-40d8-b095-23130ac88912,Public Safety
5cd66a08-f4f7-4043-b15f-450124596299,Demographics
5cd66a08-f4f7-4043-b15f-450124596299,Science & Research
f85f53f3-262f-488e-96ba-a992f52ace4f,Weather
f85f53f3-262f-488e-96ba-a992f52ace4f,Elections
f85f53f3-262f-488e-96ba-a992f52ace4f,Demographics
6b660e33-761e-4682-b4dd-113b840de921,Business
6b660e33-761e-4682-b4dd-113b840de921,Geospatial
73a19d8d-a00c-4d4e-8066-8f540d475f91,Energy
73a19d8d-a00c-4d4e-8066-8f540d475f91,Housing
a98442c5-349a-42a5-b8fc-a90c58cc3ae1,Housing
a98442c5-349a-42a5-b8fc-a90c58cc3ae1,Science & Research
a98442c5-349a-42a5-b8fc-a90c58cc3ae1,Criminal Justice
182ba25c-b5a7-4a2d-b3ed-9f6eacc02a8c,Climate
3a4a09a6-93fc-4315-a579-5f7c54d3524d,Social Services
3a4a09a6-93fc-4315-a579-5f7c54d3524d,Agriculture
c2a0cb84-5f12-421b-811a-b6353d6bef8b,Science & Research
c2a0cb84-5f12-421b-811a-b6353d6bef8b,Water
e0c9e46c-47e7-423e-be85-555f46b218d3,Education
e0c9e46c-47e7-423e-be85-555f46b218d3,Finance
fdebbff0-388c-4d0b-b165-226ed8947a4c,Agriculture
f0e31cc9-700b-4b28-8b51-07636644b546,Environment
48e71221-eb8d-40cd-b415-b36d72af0087,Transportation
48e71221-eb8d-40cd-b415-b36d72af0087,Agriculture
48e71221-eb8d-40cd-b415-b36d72af0087,Business
31e52b48-e142-4240-946c-e098bfab22d2,Environment
31e52b48-e142-4240-946c-e098bfab22d2,Public Safety
740d7399-1880-48e8-badb-2a9dc81d9453,Health
740d7399-1880-48e8-badb-2a9dc81d9453,Water
740d7399-1880-48e8-badb-2a9dc81d9453,Housing
b34e4c62-7fe1-4a49-915a-f8060f8f6702,Geospatial
b34e4c62-7fe1-4a49-915a-f8060f8f6702,Labor
29445cf1-1085-48c9-bec0-900ec1a6c374,Water
29445cf1-1085-48c9-bec0-900ec1a6c374,Public Safety
adc32e89-269f-4bcc-b810-581d612667c5,Environment
adc32e89-269f-4bcc-b810-581d612667c5,Criminal Justice
b1d1ae97-e299-4146-8ac1-33e97ddf4079,Science & Research
b1d1ae97-e299-4146-8ac1-33e97ddf4079,Demographics
f3f29694-7656-4d05-8509-6c59191871fe,Business
f3f29694-7656-4d05-8509-6c59191871fe,Environment
f3f29694-7656-4d05-8509-6c59191871fe,Demographics
e1379884-803f-470b-83c5-ba89dde5a61a,Water
3f8c03e1-9439-4e83-934a-b537ec634d79,Demographics
3f8c03e1-9439-4e83-934a-b537ec634d79,Labor
3f8c03e1-9439-4e83-934a-b537ec634d79,Climate
7044042f-505c-4808-9a1c-0f261c32fc4d,Energy
7044042f-505c-4808-9a1c-0f261c32fc4d,Health
d6d61cf9-ff88-46e1-b8ed-15b24502744f,Finance
d6d61cf9-ff88-46e1-b8ed-15b24502744f,Water
d6d61cf9-ff88-46e1-b8ed-15b24502744f,Demographics
4c082d78-3ca6-4aba-902c-c17cee7bafe6,Agriculture
4c082d78-3ca6-4aba-902c-c17cee7bafe6,Energy
4733356c-131e-4118-a34a-4bd84064d8c9,Housing
4733356c-131e-4118-a34a-4bd84064d8c9,Education
01c1b5fe-150e-4543-8a31-a6f13bfb40b8,Weather
01c1b5fe-150e-4543-8a31-a6f13bfb40b8,Elections
f101d124-09df-4119-ad93-66af7cacd226,Elections
f101d124-09df-4119-ad93-66af7cacd226,Climate
d5a16f46-971e-4c82-b644-fc92c9e616c5,Health
d5a16f46-971e-4c82-b644-fc92c9e616c5,Elections
89943c6e-f260-4c38-a5b7-01f65dddf4a6,Transportation
89943c6e-f260-4c38-a5b7-01f65dddf4a6,Labor
89943c6e-f260-4c38-a5b7-01f65dddf4a6,Agriculture
645a0930-998c-4081-897a-099240ffe046,Agriculture
645a0930-998c-4081-897a-099240ffe046,Water
645a0930-998c-4081-897a-099240ffe046,Elections
092d59f8-31b6-4816-b014-443b77412400,Geospatial
a0ada69f-52dc-4b02-a6df-4270373aeb3a,Housing
a0ada69f-52dc-4b02-a6df-4270373aeb3a,Energy
a0ada69f-52dc-4b02-a6df-4270373aeb3a,Weather
c1951603-1a6c-44d3-a0ec-6bf147523504,Education
3b6be5d8-ce4e-4ca5-bc14-90498a5afe5c,Demographics
3b6be5d8-ce4e-4ca5-bc14-90498a5afe5c,Climate
4ba687f0-4415-4dcb-85e6-e5e7d1c17ae1,Education
76a584d4-9a57-4350-9623-2c2912a88d5d,Water
8f14eabe-aa80-4399-9a65-08c7826151b2,Agriculture
164fdeb6-f9c2-472d-ab8d-f8d897792a54,Agriculture
164fdeb6-f9c2-472d-ab8d-f8d897792a54,Health
164fdeb6-f9c2-472d-ab8d-f8d897792a54,Demographics
b79295bc-df89-48fc-8173-9013e4e369df,Elections
b55d4f76-fbba-421f-a6d0-667182d4dc3d,Energy
43bcb650-24a8-4e55-9abc-442c32fd8765,Climate
43bcb650-24a8-4e55-9abc-442c32fd8765,Demographics
1adba788-a4ef-4b38-b233-894c02634f23,Education
1adba788-a4ef-4b38-b233-894c02634f23,Geospatial
1adba788-a4ef-4b38-b233-894c02634f23,Criminal Justice
389ee88b-4a01-4158-857d-3150e800e621,Public Safety
389ee88b-4a01-4158-857d-3150e800e621,Geospatial
d57d8270-4083-4dba-9152-048288332dab,Education
26ba6471-1c09-4d18-a5d6-47d4455c2770,Public Safety
26ba6471-1c09-4d18-a5d6-47d4455c2770,Labor
f17822ab-a758-49c4-b25a-fee5a40aa57d,Health
f17822ab-a758-49c4-b25a-fee5a40aa57d,Science & Research
e7904211-2c90-45fc-9bb6-17150f328ce4,Labor
1f9dc298-15f2-49cc-b38e-c8e211d58c3b,Finance
1f9dc298-15f2-49cc-b38e-c8e211d58c3b,Environment
48bfecc9-539a-4f81-9e81-2369b7a16ee1,Finance
48bfecc9-539a-4f81-9e81-2369b7a16ee1,Weather
48bfecc9-539a-4f81-9e81-2369b7a16ee1,Education
075ae662-36fb-4c48-a38b-49eead14afcb,Agriculture
6ef67a92-15f3-48d6-b767-bef329240e9a,Science & Research
6ef67a92-15f3-48d6-b767-bef329240e9a,Finance
99c35f0f-6fed-45d5-82d3-bb432a17f4c5,Science & Research
64e97cc0-861f-4d03-87fb-f4eb142a0345,Housing
d3a3cc05-fcaf-4725-9c9f-b0e0c15e9657,Public Safety
d5c6b18a-c7ca-4e10-86da-f36bbfdd0a4d,Housing
b9863546-08bb-4ab2-b300-5e9277b6f4d7,Public Safety
b9863546-08bb-4ab2-b300-5e9277b6f4d7,Health
b9863546-08bb-4ab2-b300-5e9277b6f4d7,Transportation
1cfd3994-7330-4ffa-9814-c62d7580861c,Education
0fcae0b6-f2c0-4252-ade8-c804afbcfde6,Water
81c609ed-d11d-4cf4-a38a-d5ecb615f3c3,Energy
81c609ed-d11d-4cf4-a38a-d5ecb615f3c3,Business
81c609ed-d11d-4cf4-a38a-d5ecb615f3c3,Public Safety
484fb396-4c24-4b32-89fe-a87d3f783367,Transportation
2379046c-980e-45ca-aa94-e593c66ea9e4,Demographics
2379046c-980e-45ca-aa94-e593c66ea9e4,Business
2379046c-980e-45ca-aa94-e593c66ea9e4,Elections
b46df30d-dd47-4e3a-8645-812e6954a3cd,Climate
db4ce8ca-440e-48c0-bbe2-b0519eb32fc2,Public Safety
db4ce8ca-440e-48c0-bbe2-b0519eb32fc2,Energy
4ee181ab-50c6-458a-ac78-d5d6bbfc4fc4,Social Services
4ee181ab-50c6-458a-ac78-d5d6bbfc4fc4,Environment
695d2dc1-7423-4c97-ac14-72a7627db335,Transportation
695d2dc1-7423-4c97-ac14-72a7627db335,Weather
695d2dc1-7423-4c97-ac14-72a7627db335,Finance
3dfdca90-b996-49c9-81cf-01f42911038e,Housing
50449758-5583-4d55-b75f-bf0c6b57721b,Agriculture
a64700f7-b1db-48e3-875f-ec831b206b37,Water
a64700f7-b1db-48e3-875f-ec831b206b37,Demographics
b0064a5e-0fc9-44b5-a982-6460d0c98d02,Education
b0064a5e-0fc9-44b5-a982-6460d0c98d02,Elections
b0064a5e-0fc9-44b5-a982-6460d0c98d02,Criminal Justice
44e55cc1-6da7-4270-8dd9-8aaedc550b60,Finance
44e55cc1-6da7-4270-8dd9-8aaedc550b60,Business
44e55cc1-6da7-4270-8dd9-8aaedc550b60,Transportation
7ef23352-f057-4a1f-9d65-efbaf933d078,Elections
7ef23352-f057-4a1f-9d65-efbaf933d078,Weather
7ef23352-f057-4a1f-9d65-efbaf933d078,Climate
1ac9fc65-ab9b-4429-8d88-0fecc1aef197,Criminal Justice
1ac9fc65-ab9b-4429-8d88-0fecc1aef197,Social Services
1ac9fc65-ab9b-4429-8d88-0fecc1aef197,Geospatial
653ad53d-157a-4a63-9f78-99ce8c457d0b,Demographics
653ad53d-157a-4a63-9f78-99ce8c457d0b,Energy
653ad53d-157a-4a63-9f78-99ce8c457d0b,Finance
3450e7e8-2248-4f9b-9fef-fbe6c208aa2a,Energy
4a9487b4-ce65-44bb-88eb-f0e2133c72c8,Public Safety
4a9487b4-ce65-44bb-88eb-f0e2133c72c8,Social Services
475ddf87-91c0-4074-a46c-6d9b94733e88,Geospatial
2749fe5b-504e-4dd0-819a-129b7f8f8045,Education
fc5ab35b-9c37-4bf8-adcf-18dbe66b0d40,Finance
104b7dbd-d3c1-4883-bb87-9bb87abbb73a,Finance
1be82c71-eeb6-464d-9388-c144a9e2159f,Environment
1be82c71-eeb6-464d-9388-c144a9e2159f,Elections
4530c060-b849-4190-a8ab-0fbddc2c28b8,Education
4530c060-b849-4190-a8ab-0fbddc2c28b8,Public Safety
4530c060-b849-4190-a8ab-0fbddc2c28b8,Elections
85df98f7-1601-4c25-bc1c-71ef725b6c85,Geospatial
35dcc69a-ded9-42a7-9646-db85f04d3d14,Geospatial
35dcc69a-ded9-42a7-9646-db85f04d3d14,Public Safety
510f5ff4-3265-4020-a9b5-820d6664e14a,Elections
b915d4f1-569d-486c-81f8-c99ebf835ddb,Criminal Justice
b915d4f1-569d-486c-81f8-c99ebf835ddb,Demographics
b915d4f1-569d-486c-81f8-c99ebf835ddb,Labor
4b813fcd-cf19-41b3-b7b3-273871d8fba4,Labor
917dc868-7309-40ce-9351-828cd3e36948,Science & Research
917dc868-7309-40ce-9351-828cd3e36948,Climate
8fa9125f-449a-4791-8718-54d1051706fc,Environment
8fa9125f-449a-4791-8718-54d1051706fc,Health
404291be-16c2-4509-a208-0ccd6a959ea7,Agriculture
404291be-16c2-4509-a208-0ccd6a959ea7,Environment
9d5c1f36-1ca4-499a-aade-e40acaf209e3,Agriculture
9d5c1f36-1ca4-499a-aade-e40acaf209e3,Education
e8d1cc07-45f5-4225-8755-76c4a9364a8a,Geospatial
e8d1cc07-45f5-4225-8755-76c4a9364a8a,Business
9ddeac5f-f34a-4ef7-9fb0-2abf3853fda1,Social Services
9ddeac5f-f34a-4ef7-9fb0-2abf3853fda1,Labor
58fa80cf-ac35-4ed4-b082-ca9fd8b809c7,Agriculture
58fa80cf-ac35-4ed4-b082-ca9fd8b809c7,Elections
e341b9a6-cdfe-4a99-8739-1ab3d37fd86f,Labor
e341b9a6-cdfe-4a99-8739-1ab3d37fd86f,Agriculture
e341b9a6-cdfe-4a99-8739-1ab3d37fd86f,Transportation
23582209-93e2-4d21-94f5-75107cdfa394,Energy
91b1c582-48b0-451c-8b97-0ac6038315f3,Transportation
a30dd0a6-6fbb-481d-8e77-3a009a43e58e,Labor
a30dd0a6-6fbb-481d-8e77-3a009a43e58e,Transportation
3fde3fe5-d743-493a-9a6c-6dd29a1155a7,Demographics
3fde3fe5-d743-493a-9a6c-6dd29a1155a7,Water
3fde3fe5-d743-493a-9a6c-6dd29a1155a7,Labor
b25c331a-aa2e-4cbe-b998-e619acca77a3,Labor
fdba61aa-0737-4f57-9ec0-49be3cb16be3,Labor
fdba61aa-0737-4f57-9ec0-49be3cb16be3,Demographics
e93e2c9a-166a-4f37-8dc1-af0213449fa6,Elections
e93e2c9a-166a-4f37-8dc1-af0213449fa6,Environment
5c09d37d-5c69-420a-91b0-2c658aa10500,Business
a6f39a84-12bc-4a0f-b28e-a0871e221419,Criminal Justice
a6f39a84-12bc-4a0f-b28e-a0871e221419,Social Services
192d5ced-fa42-4dbc-842f-d23445ddef18,Labor
192d5ced-fa42-4dbc-842f-d23445ddef18,Finance
192d5ced-fa42-4dbc-842f-d23445ddef18,Demographics
9a687f47-87e1-4cf9-b060-3e502333f906,Science & Research
9a687f47-87e1-4cf9-b060-3e502333f906,Water
12b075fa-fb49-40a7-83fc-c35be455b5e0,Criminal Justice
a0338043-eab7-4b04-9bb4-bf430690c740,Labor
a0338043-eab7-4b04-9bb4-bf430690c740,Criminal Justice
d60dccc9-8664-4a90-a1a2-fb145144dc32,Labor
d60dccc9-8664-4a90-a1a2-fb145144dc32,Public Safety
d60dccc9-8664-4a90-a1a2-fb145144dc32,Education
72016676-5c18-460b-8982-cf810a46321e,Weather
03dbffa3-04c9-4b96-a980-ffa1e1b85223,Education
03dbffa3-04c9-4b96-a980-ffa1e1b85223,Housing
5ec016aa-ef52-4585-924a-462e150c61dd,Environment
d1f8a2cc-116a-4560-b0d5-ad35de9b0f6b,Science & Research
d1f8a2cc-116a-4560-b0d5-ad35de9b0f6b,Transportation
6f5ce2d5-240a-46c6-8c09-69fc31fe3c42,Weather
6f5ce2d5-240a-46c6-8c09-69fc31fe3c42,Science & Research
727e1f0e-84f5-455a-be76-f768fc0bca50,Labor
727e1f0e-84f5-455a-be76-f768fc0bca50,Elections
15ef49e0-1ae9-453b-8550-9cc5ceda134f,Environment
15ef49e0-1ae9-453b-8550-9cc5ceda134f,Demographics
cf3012d6-08ae-4072-8c6e-a84c56fe2af0,Water
c5635682-5173-4fe5-a1f3-864ad3c68711,Water
c5635682-5173-4fe5-a1f3-864ad3c68711,Business
c5635682-5173-4fe5-a1f3-864ad3c68711,Health
e6f97acb-a460-4049-81cd-f382deaf26dd,Energy
e6f97acb-a460-4049-81cd-f382deaf26dd,Health
2859898e-4283-4724-b4aa-53bb80cf54ea,Water
2859898e-4283-4724-b4aa-53bb80cf54ea,Weather
0c39bffb-82c0-45e9-9f69-3cf56c54fa63,Elections
8992aa13-fe48-481b-a39b-630a7f200747,Finance
ed5df24c-5ef7-4238-8e39-487694d51fae,Science & Research
faf373af-38ac-45dc-9ddd-bb4db85540a2,Social Services
7425623b-bc87-450f-8485-a13351b5c0bb,Geospatial
7425623b-bc87-450f-8485-a13351b5c0bb,Health
60b48a0a-122d-4f2b-b5d0-c15cfbf2ed8b,Climate
60b48a0a-122d-4f2b-b5d0-c15cfbf2ed8b,Geospatial
670462ba-56da-4f4e-91cd-7bff00969c78,Finance
670462ba-56da-4f4e-91cd-7bff00969c78,Housing
902358cd-c54f-4df6-a38a-408662eee9e7,Demographics
b0f457c0-73e6-4059-b3de-fbc6c655eb82,Climate
30e671ca-8ac3-4cac-8c81-a9bb2ce4448a,Public Safety
30e671ca-8ac3-4cac-8c81-a9bb2ce4448a,Elections
30e671ca-8ac3-4cac-8c81-a9bb2ce4448a,Finance
788e8d69-641f-4107-9ff8-91f8fb807b44,Business
788e8d69-641f-4107-9ff8-91f8fb807b44,Health
788e8d69-641f-4107-9ff8-91f8fb807b44,Energy
f68ef735-79f4-4c91-902d-7c36c7748087,Demographics
f68ef735-79f4-4c91-902d-7c36c7748087,Water
f68ef735-79f4-4c91-902d-7c36c7748087,Agriculture
8b509fbd-9725-4141-88f8-744df5c3d9f5,Criminal Justice
8b509fbd-9725-4141-88f8-744df5c3d9f5,Agriculture
8b509fbd-9725-4141-88f8-744df5c3d9f5,Health
25d149b7-ef40-4e5d-b298-2e2ec4ea6a81,Transportation
25d149b7-ef40-4e5d-b298-2e2ec4ea6a81,Water
cb2dfa3b-df9c-41d9-952a-8cab9f3a179f,Demographics
31e6e041-b6d3-4ea0-9917-b1e3f83a0d77,Energy
460c28dc-205d-4d0d-8f3b-78438c8c3489,Elections
460c28dc-205d-4d0d-8f3b-78438c8c3489,Business
460c28dc-205d-4d0d-8f3b-78438c8c3489,Housing
6e479b1d-b05b-41dc-80e7-0e9a014e0964,Environment
6e479b1d-b05b-41dc-80e7-0e9a014e0964,Finance
9823fa1e-ec1a-4a9c-a71f-3fa0c6efe6a6,Transportation
9823fa1e-ec1a-4a9c-a71f-3fa0c6efe6a6,Demographics
05c713ed-8c8c-4e49-aca2-8c46e6efde73,Environment
05c713ed-8c8c-4e49-aca2-8c46e6efde73,Health
9aaa1c0e-9832-404b-88cb-ec996f0b3399,Water
9aaa1c0e-9832-404b-88cb-ec996f0b3399,Geospatial
9aaa1c0e-9832-404b-88cb-ec996f0b3399,Social Services
30d45027-b249-4b87-8836-57801e028c03,Science & Research
836f5e47-32c1-4c87-90a5-b247a20154a3,Finance
1774e18a-b192-45b6-b18f-91b98998a05c,Science & Research
1774e18a-b192-45b6-b18f-91b98998a05c,Energy
5b7241e7-a8f1-4ca4-820d-34397c4ac889,Labor
5b7241e7-a8f1-4ca4-820d-34397c4ac889,Public Safety
5b7241e7-a8f1-4ca4-820d-34397c4ac889,Transportation
04d3653e-389a-47ee-9e7a-3ab4bde9b643,Demographics
7d60dd64-4778-4951-a149-cae7b724476b,Social Services
7d60dd64-4778-4951-a149-cae7b724476b,Weather
7d60dd64-4778-4951-a149-cae7b724476b,Demographics
42c33cb8-800a-4582-9a65-129b35098b1d,Demographics
7d7a30b9-2574-467e-ad04-f0ed49a0274e,Education
7d7a30b9-2574-467e-ad04-f0ed49a0274e,Climate
7d7a30b9-2574-467e-ad04-f0ed49a0274e,Elections
8d21d778-c444-4b6e-95d7-7a7bea5f1376,Social Services
8d21d778-c444-4b6e-95d7-7a7bea5f1376,Housing
a515eb02-1cc6-486a-aecf-17465772598b,Environment
a515eb02-1cc6-486a-aecf-17465772598b,Elections
ea262d2a-8584-4ec4-b1f4-24158924e92d,Energy
ea262d2a-8584-4ec4-b1f4-24158924e92d,Criminal Justice
ea262d2a-8584-4ec4-b1f4-24158924e92d,Environment
fa7b6819-ee02-4208-9e35-8d6cadb2e2e8,Housing
fa7b6819-ee02-4208-9e35-8d6cadb2e2e8,Water
25f10798-13da-419d-ab90-83d75a4be954,Finance
25f10798-13da-419d-ab90-83d75a4be954,Environment
25f10798-13da-419d-ab90-83d75a4be954,Transportation
7dd3a067-50bf-4da1-9f07-e4dfdf66be97,Business
7dd3a067-50bf-4da1-9f07-e4dfdf66be97,Criminal Justice
42a2d9af-9a48-457d-8a01-7998bf920778,Climate
42a2d9af-9a48-457d-8a01-7998bf920778,Labor
d542e985-4b61-4ad4-a911-99e060ff8541,Energy
d542e985-4b61-4ad4-a911-99e060ff8541,Education
a2b13d58-b2e9-431f-b6e5-e68753359546,Public Safety
a2b13d58-b2e9-431f-b6e5-e68753359546,Energy
b7c05dce-748a-45af-a50d-5954f508054d,Weather
0d20d3a0-2adc-4cb2-a94a-25da8de3bb6b,Finance
fed5886f-bdb9-4323-958a-ca435607654f,Environment
