dataset_uuid,organization_uuid,name,description,access_level,license,metadata_created,metadata_modified,maintainer_email,maintainer_name,identifier
9d0271ff-7128-45a8-bc76-f29d239de923,b5e19456-28d5-581c-bf70-d015b6f89c34,Water Monitoring Records 2010,Comprehensive water statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2020-02-08 19:18:15,2020-11-21 20:26:49,data@federalreserve.gov,Research Data,water-monitoring-records-2010-9d0271ff
69eb4c10-1673-4cc1-99b9-2e8fcdb7dbe5,47f1c7c4-b955-570a-95c9-c989daae1511,Science & Research Statistics by National (2015),This dataset contains science & research data collected by federal agencies. It covers key indicators relevant to science & research statistics by national (2015) and is updated periodically.,public,Creative Commons CCZero,2016-09-06 05:34:17,2022-04-01 14:10:46,data@who.int,Global Data,science-research-statistics-by-national-2015-69eb4c10
f8d9e5b0-4f02-42b0-81ae-3aad89b076d1,7b30979e-2805-5bdb-b8d7-7122baf8a47b,Public Safety Indicators Dashboard,"Open government dataset providing detailed public safety information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2012-09-16 17:59:01,2020-05-09 13:08:21,data@faa.gov,Statistics Division,public-safety-indicators-dashboard-f8d9e5b0
035a3393-d14c-4838-b487-bbd4ef35f965,877f0cfd-1a57-54ad-8616-23509f53d594,Science & Research Indicators Dashboard,Comprehensive science & research statistics for research and policy analysis. Data sourced from official government records and surveys.,restricted public,Creative Commons Attribution,2011-07-25 14:38:16,2024-04-29 21:43:43,noaa.data@noaa.gov,Data Management,science-research-indicators-dashboard-035a3393
7ec0b833-9a3b-4402-a584-a1f3e5645d4d,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,NASA Agriculture Dataset 2016,Federal dataset for nasa agriculture dataset 2016. Includes historical records and current measurements across multiple geographic regions.,restricted public,License Not Specified,2012-01-27 14:52:16,2020-11-01 17:27:53,nps_data@nps.gov,Data Management,nasa-agriculture-dataset-2016-7ec0b833
5c967b90-2f99-4989-9aae-36feb992e8c5,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,National Water Inventory 2015,This dataset contains water data collected by federal agencies. It covers key indicators relevant to national water inventory 2015 and is updated periodically.,public,Open Data Commons Public Domain,2012-11-29 20:48:27,2020-03-24 19:52:58,opendata@state.ca.gov,CDT Open Data,national-water-inventory-2015-5c967b90
290ab8c2-9daa-4b22-bbd5-ba72d8492aae,a9817270-ab22-5d9a-bb87-c241b4039796,Geospatial Statistics by Metropolitan (2024),Comprehensive geospatial statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2011-07-10 15:11:34,2024-09-26 03:26:29,eddata@ed.gov,Data Quality Group,geospatial-statistics-by-metropolitan-2024-290ab8c2
8b130258-e3ce-42e5-aca1-563a288ec1f2,055bfdfa-c4cf-5c04-98fc-353d22c8f47d,Annual Business Report - NASA,Federal dataset for annual business report - nasa. Includes historical records and current measurements across multiple geographic regions.,public,U.S. Government Work,2010-04-28 16:16:33,2020-08-30 16:50:41,data@epa.gov,Data Governance,annual-business-report-nasa-8b130258
0b802376-a963-4c61-8899-9ca128ef6e93,7b30979e-2805-5bdb-b8d7-7122baf8a47b,Education Monitoring Records 2010,Comprehensive education statistics for research and policy analysis. Data sourced from official government records and surveys.,restricted public,Creative Commons CCZero,2013-10-06 01:45:21,2024-01-16 19:52:37,data@faa.gov,Statistics Division,education-monitoring-records-2010-0b802376
0c628a83-77e6-4e4d-b2dc-34d38387c70b,81a78c8e-2f45-5900-9dc6-29316659f33a,Elections Statistics by Urban (2014),"Open government dataset providing detailed elections information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons CCZero,2013-11-10 02:42:18,2023-08-24 04:03:09,opa@ssa.gov,Open Data,elections-statistics-by-urban-2014-0c628a83
15caf49e-4fcd-4c3d-9fbf-001ee5eb8f29,ea548bb9-4b2c-5f08-be80-218c30e7a80e,Environment Indicators Dashboard,"Open government dataset providing detailed environment information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2015-03-27 05:38:39,2020-05-10 03:45:21,census.data@census.gov,Data Dissemination,environment-indicators-dashboard-15caf49e
e504b4df-addf-4424-a979-4f261c1343e0,b9c8c37c-1d4c-5321-99f8-66b7c4a96293,Annual Water Report - U.S. Department of,This dataset contains water data collected by federal agencies. It covers key indicators relevant to annual water report - u.s. department of and is updated periodically.,public,U.S. Government Work,2017-09-09 20:54:10,2023-09-22 18:30:30,femadata@fema.dhs.gov,OpenFEMA,annual-water-report-u-s-department-of-e504b4df
531d6fcc-c433-4c76-a797-03a407bd9baf,33a3d471-d1cf-551f-ad4f-b99ae751c997,Metropolitan Housing Trends 2011-2012,Federal dataset for metropolitan housing trends 2011-2012. Includes historical records and current measurements across multiple geographic regions.,public,Other (Open),2011-08-02 21:39:05,2024-03-02 01:46:32,blsdata@bls.gov,Data Policy,metropolitan-housing-trends-2011-2012-531d6fcc
470f47d9-06c6-4ff6-86e0-80b4715eb549,2e700355-61d6-530f-b2ef-15217fcfd96f,Geospatial Monitoring Records 2011,Federal dataset for geospatial monitoring records 2011. Includes historical records and current measurements across multiple geographic regions.,public,Open Data Commons Public Domain,2014-01-10 04:36:32,2023-10-29 14:31:00,dataportal@cityofchicago.org,Data Analytics,geospatial-monitoring-records-2011-470f47d9
a476d9f7-4566-4b3b-960a-a2976d7fa224,7b30979e-2805-5bdb-b8d7-7122baf8a47b,U.S. Department of Climate Dataset 2010,Federal dataset for u.s. department of climate dataset 2010. Includes historical records and current measurements across multiple geographic regions.,public,U.S. Government Work,2018-09-14 20:24:47,2024-07-10 16:15:35,data@faa.gov,Statistics Division,u-s-department-of-climate-dataset-2010-a476d9f7
3176c020-be68-472a-8876-adf846f0f0f9,f702af7c-3b01-5abd-8846-78fd4f1787b2,World Health Organization Open Data: Geospatial,"Open government dataset providing detailed geospatial information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2017-04-10 01:17:00,2023-05-23 23:50:13,nihod@nih.gov,Open Data Office,world-health-organization-open-data-geospatial-3176c020
01602246-9d8a-415b-ae7a-b2f50b106cee,81a78c8e-2f45-5900-9dc6-29316659f33a,Annual Energy Report - U.S. Department of,"Open government dataset providing detailed energy information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons CCZero,2019-04-24 17:42:08,2022-07-03 05:04:03,opa@ssa.gov,Open Data,annual-energy-report-u-s-department-of-01602246
98a441e2-bfdd-4f80-a84a-c5dbb8d5bf89,edd359ae-a154-5e6e-9317-3a7cab6d8290,Elections Indicators Dashboard,This dataset contains elections data collected by federal agencies. It covers key indicators relevant to elections indicators dashboard and is updated periodically.,restricted public,License Not Specified,2011-12-13 01:49:35,2024-02-24 06:43:46,fws_data@fws.gov,Geospatial Services,elections-indicators-dashboard-98a441e2
f007a19d-f307-4d4c-aed4-d28c57dcaf29,2e700355-61d6-530f-b2ef-15217fcfd96f,Education Monitoring Records 2013,Federal dataset for education monitoring records 2013. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons CCZero,2016-09-24 00:29:47,2022-11-11 18:45:19,dataportal@cityofchicago.org,Data Analytics,education-monitoring-records-2013-f007a19d
7ecaf8a1-48ed-415c-b812-c0504cedf6e1,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,Energy Statistics by National (2017),This dataset contains energy data collected by federal agencies. It covers key indicators relevant to energy statistics by national (2017) and is updated periodically.,public,License Not Specified,2015-02-14 03:27:15,2021-07-04 17:23:55,opendata@state.ca.gov,CDT Open Data,energy-statistics-by-national-2017-7ecaf8a1
9e4699a7-38a6-402e-923a-48d811bc4b37,05cef825-2b53-52ec-98ae-1232be6a74a7,National Science & Research Inventory 2024,Federal dataset for national science & research inventory 2024. Includes historical records and current measurements across multiple geographic regions.,restricted public,Other (Open),2014-09-18 19:30:09,2023-06-17 12:22:21,nasa-data@nasa.gov,Data Services,national-science-research-inventory-2024-9e4699a7
f5d4b1ad-87f0-4a9c-8f5c-92f8fa50c9e2,877f0cfd-1a57-54ad-8616-23509f53d594,Social Security Administration Open Data: Social Services,Federal dataset for social security administration open data: social services. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons Attribution,2019-06-30 13:15:37,2021-12-26 12:06:08,noaa.data@noaa.gov,Data Management,social-security-administration-open-data-social-services-f5d4b1ad
3613ecfb-deea-4ca5-bef9-be680522a774,edd359ae-a154-5e6e-9317-3a7cab6d8290,National Social Services Inventory 2023,"Open government dataset providing detailed social services information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2011-11-11 23:08:13,2023-11-08 20:59:45,fws_data@fws.gov,Geospatial Services,national-social-services-inventory-2023-3613ecfb
03b04af5-d169-4edf-97ed-be83affbc82c,2e700355-61d6-530f-b2ef-15217fcfd96f,Energy Monitoring Records 2016,"Open government dataset providing detailed energy information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2017-09-03 09:11:40,2023-10-06 03:23:11,dataportal@cityofchicago.org,Data Analytics,energy-monitoring-records-2016-03b04af5
7715103d-c1bd-4dc2-b132-94bdfe2d23cb,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,Rural Demographics Trends 2024-2025,This dataset contains demographics data collected by federal agencies. It covers key indicators relevant to rural demographics trends 2024-2025 and is updated periodically.,public,Other (Open),2020-05-24 00:13:24,2023-02-02 17:49:14,nps_data@nps.gov,Data Management,rural-demographics-trends-2024-2025-7715103d
beb53824-9cac-49d3-aac6-b7e7bd1ff23f,28fe1fbe-4f76-5fb3-b3a6-ded13e2faa90,U.S. Environmental Protection Criminal Justice Dataset 2022,Comprehensive criminal justice statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2011-04-11 21:41:10,2022-09-15 01:24:21,cdcinfo@cdc.gov,Public Health Data,u-s-environmental-protection-criminal-justice-dataset-2022-beb53824
6ada8bc4-2962-427e-aa36-8dc87f34d953,33a3d471-d1cf-551f-ad4f-b99ae751c997,City-Level Health Trends 2012-2013,Federal dataset for city-level health trends 2012-2013. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons Attribution,2015-05-20 03:33:12,2020-02-11 02:34:07,blsdata@bls.gov,Data Policy,city-level-health-trends-2012-2013-6ada8bc4
cd6dc4bd-a7a0-4229-9851-5b9d6d5ef22f,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,Federal Environment Database 2019,This dataset contains environment data collected by federal agencies. It covers key indicators relevant to federal environment database 2019 and is updated periodically.,public,Other (Open),2017-01-01 19:03:20,2020-11-26 04:06:31,nps_data@nps.gov,Data Management,federal-environment-database-2019-cd6dc4bd
a37dc775-4b4e-48b1-9d8f-2aaae27a2ef4,b5e19456-28d5-581c-bf70-d015b6f89c34,Housing Indicators Dashboard,"Open government dataset providing detailed housing information. Suitable for academic research, journalism, and data science applications.",restricted public,Creative Commons Attribution,2011-01-23 13:12:53,2020-07-11 05:38:29,data@federalreserve.gov,Research Data,housing-indicators-dashboard-a37dc775
44974779-0eb3-4ec2-846a-fa28c67e9a54,edd359ae-a154-5e6e-9317-3a7cab6d8290,Annual Social Services Report - U.S. Department of,This dataset contains social services data collected by federal agencies. It covers key indicators relevant to annual social services report - u.s. department of and is updated periodically.,public,Creative Commons CCZero,2015-11-23 22:45:37,2023-08-20 18:56:37,fws_data@fws.gov,Geospatial Services,annual-social-services-report-u-s-department-of-44974779
a8a24108-412d-4dc4-b8b3-9849558303ef,3eaccee0-381b-5fbe-af5a-5522264844df,State-Level Environment Survey Results,This dataset contains environment data collected by federal agencies. It covers key indicators relevant to state-level environment survey results and is updated periodically.,restricted public,Creative Commons CCZero,2011-04-16 12:14:51,2023-11-16 06:26:58,data@dol.gov,Chief Data Officer,state-level-environment-survey-results-a8a24108
c546ddce-c424-4a9f-89ed-25359038a6ca,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,State-Level Weather Survey Results,Comprehensive weather statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons Attribution,2016-09-29 11:47:18,2022-01-30 16:49:21,opendata@state.ca.gov,CDT Open Data,state-level-weather-survey-results-c546ddce
f21d8601-a6df-4a88-ab00-a444031d7232,6b76e51e-5b5d-51f2-9f78-a250748c003b,City of New Weather Dataset 2012,Comprehensive weather statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2018-09-19 10:06:28,2024-07-14 08:04:53,opendata@hq.doe.gov,OpenData Program,city-of-new-weather-dataset-2012-f21d8601
53280696-2cf4-408d-99cb-740b3a919990,17eef301-f812-5976-9a91-c4ccbb932885,County-Level Energy Trends 2016-2017,"Open government dataset providing detailed energy information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2016-05-29 19:16:22,2021-06-12 03:52:13,dot.data@dot.gov,Data Services,county-level-energy-trends-2016-2017-53280696
b153d61d-3f2a-4c96-bf2e-31d808c512bb,7b30979e-2805-5bdb-b8d7-7122baf8a47b,Federal Weather Database 2016,This dataset contains weather data collected by federal agencies. It covers key indicators relevant to federal weather database 2016 and is updated periodically.,public,License Not Specified,2014-01-24 18:34:29,2020-10-04 20:17:58,data@faa.gov,Statistics Division,federal-weather-database-2016-b153d61d
2b6fa8ce-2682-4f51-864d-74be746291f5,f5f8d772-b48e-5309-97f1-3cb1d4a95720,Regional Business Trends 2011-2012,Federal dataset for regional business trends 2011-2012. Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2019-11-03 06:13:39,2022-08-21 06:59:27,data@hhs.gov,Open Data Team,regional-business-trends-2011-2012-2b6fa8ce
55b31cca-0100-437d-b401-430413138f1a,ce969544-a876-5089-a4f4-33b84dbb3aea,City of New Finance Dataset 2020,Comprehensive finance statistics for research and policy analysis. Data sourced from official government records and surveys.,restricted public,U.S. Government Work,2018-03-30 08:06:44,2023-06-17 16:56:50,gs-w_data@usgs.gov,Data Management,city-of-new-finance-dataset-2020-55b31cca
5b628e24-bbe3-4d3b-b3a5-f04124654523,877f0cfd-1a57-54ad-8616-23509f53d594,National Science & Research Inventory 2012,This dataset contains science & research data collected by federal agencies. It covers key indicators relevant to national science & research inventory 2012 and is updated periodically.,public,Open Data Commons Public Domain,2018-07-14 17:55:54,2021-07-08 04:42:42,noaa.data@noaa.gov,Data Management,national-science-research-inventory-2012-5b628e24
04164117-2820-48a0-aad9-9fe954204987,2e700355-61d6-530f-b2ef-15217fcfd96f,Annual Social Services Report - U.S. Department of,Federal dataset for annual social services report - u.s. department of. Includes historical records and current measurements across multiple geographic regions.,public,Other (Open),2013-01-27 00:39:51,2023-03-25 09:06:19,dataportal@cityofchicago.org,Data Analytics,annual-social-services-report-u-s-department-of-04164117
f8daf7bb-6e3b-421a-bfe0-8991e37db720,f5f8d772-b48e-5309-97f1-3cb1d4a95720,State-Level Weather Trends 2024-2025,Comprehensive weather statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2014-04-29 02:42:57,2024-08-10 02:01:41,data@hhs.gov,Open Data Team,state-level-weather-trends-2024-2025-f8daf7bb
9dd02d70-d564-4086-87f9-d64019ce201e,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,Federal Demographics Database 2020,Federal dataset for federal demographics database 2020. Includes historical records and current measurements across multiple geographic regions.,public,Open Data Commons Public Domain,2016-09-23 05:49:10,2023-03-13 11:14:14,opendata@state.ca.gov,CDT Open Data,federal-demographics-database-2020-9dd02d70
c13891fd-d8e5-4dda-a803-78f6343eee45,05cef825-2b53-52ec-98ae-1232be6a74a7,Finance Statistics by Metropolitan (2016),Comprehensive finance statistics for research and policy analysis. Data sourced from official government records and surveys.,restricted public,License Not Specified,2017-07-21 05:32:47,2021-01-19 08:26:12,nasa-data@nasa.gov,Data Services,finance-statistics-by-metropolitan-2016-c13891fd
4421c0cf-eb31-4ed7-9ed3-51725bf88c79,3eaccee0-381b-5fbe-af5a-5522264844df,Weather Statistics by Metropolitan (2018),Comprehensive weather statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Other (Open),2018-09-14 11:51:18,2020-12-25 09:15:46,data@dol.gov,Chief Data Officer,weather-statistics-by-metropolitan-2018-4421c0cf
0ef88612-92c4-4fb1-b037-127ef800adb0,28fe1fbe-4f76-5fb3-b3a6-ded13e2faa90,Urban Health Trends 2020-2021,This dataset contains health data collected by federal agencies. It covers key indicators relevant to urban health trends 2020-2021 and is updated periodically.,public,Creative Commons Attribution,2019-01-19 19:23:38,2021-07-11 15:53:40,cdcinfo@cdc.gov,Public Health Data,urban-health-trends-2020-2021-0ef88612
82b05aaf-1db5-47bb-a8c8-3441dcac262d,edd359ae-a154-5e6e-9317-3a7cab6d8290,Social Services Statistics by Coastal (2010),Comprehensive social services statistics for research and policy analysis. Data sourced from official government records and surveys.,restricted public,Open Data Commons Public Domain,2018-12-14 18:21:17,2020-10-06 17:32:29,fws_data@fws.gov,Geospatial Services,social-services-statistics-by-coastal-2010-82b05aaf
ea280c72-54f3-4424-b4d3-89fba76315c9,3eaccee0-381b-5fbe-af5a-5522264844df,Energy Statistics by Metropolitan (2023),This dataset contains energy data collected by federal agencies. It covers key indicators relevant to energy statistics by metropolitan (2023) and is updated periodically.,public,Creative Commons CCZero,2016-07-21 01:05:54,2021-06-18 19:28:58,data@dol.gov,Chief Data Officer,energy-statistics-by-metropolitan-2023-ea280c72
29489f9a-ca5f-485a-993c-63be6a575e22,55564db0-b0e3-58d0-922e-9bb646183f6f,Urban Transportation Trends 2021-2022,"Open government dataset providing detailed transportation information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2014-09-27 00:43:06,2022-02-26 15:42:18,info@usda.gov,Communications Office,urban-transportation-trends-2021-2022-29489f9a
d84eca10-a23c-4e96-8c53-cc3ea95f5151,05cef825-2b53-52ec-98ae-1232be6a74a7,Transportation Statistics by ZIP Code (2020),Federal dataset for transportation statistics by zip code (2020). Includes historical records and current measurements across multiple geographic regions.,public,U.S. Government Work,2018-10-07 13:26:54,2023-12-19 18:50:14,nasa-data@nasa.gov,Data Services,transportation-statistics-by-zip-code-2020-d84eca10
0229a09a-231d-4316-8709-3805e8000659,055bfdfa-c4cf-5c04-98fc-353d22c8f47d,Annual Transportation Report - Bureau of Labor,"Open government dataset providing detailed transportation information. Suitable for academic research, journalism, and data science applications.",restricted public,Creative Commons Attribution,2019-06-22 04:21:03,2024-10-31 21:54:15,data@epa.gov,Data Governance,annual-transportation-report-bureau-of-labor-0229a09a
554d9735-62ee-43a6-a82b-54cc708bee15,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,World Health Organization Open Data: Labor,Comprehensive labor statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2019-09-27 01:42:24,2021-02-05 10:32:22,nps_data@nps.gov,Data Management,world-health-organization-open-data-labor-554d9735
a1fea136-a3d6-46e7-a33d-e35d3e72930e,f5f8d772-b48e-5309-97f1-3cb1d4a95720,City-Level Weather Survey Results,"Open government dataset providing detailed weather information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons Attribution,2017-03-17 16:55:23,2020-10-28 22:31:29,data@hhs.gov,Open Data Team,city-level-weather-survey-results-a1fea136
e8841486-43cc-4e2f-8d20-169e407dc576,6b76e51e-5b5d-51f2-9f78-a250748c003b,National Public Safety Inventory 2013,Comprehensive public safety statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Other (Open),2012-11-23 12:32:49,2023-05-09 12:47:47,opendata@hq.doe.gov,OpenData Program,national-public-safety-inventory-2013-e8841486
a8696577-ee9d-4a9f-a021-97d0a4204adc,2e700355-61d6-530f-b2ef-15217fcfd96f,Business Monitoring Records 2021,"Open government dataset providing detailed business information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons Attribution,2015-01-12 07:53:07,2024-12-19 14:19:17,dataportal@cityofchicago.org,Data Analytics,business-monitoring-records-2021-a8696577
482003af-56eb-4106-b8bc-1da64b73c082,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,Federal Climate Database 2024,"Open government dataset providing detailed climate information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2020-04-05 19:31:52,2022-10-12 08:50:31,opendata@state.ca.gov,CDT Open Data,federal-climate-database-2024-482003af
eae42f4f-0609-402e-9ab3-d18873c0180d,47f1c7c4-b955-570a-95c9-c989daae1511,Federal Reserve Open Data: Labor,Federal dataset for federal reserve open data: labor. Includes historical records and current measurements across multiple geographic regions.,public,Open Data Commons Public Domain,2016-04-02 15:18:01,2021-06-27 04:01:55,data@who.int,Global Data,federal-reserve-open-data-labor-eae42f4f
48114891-8719-4e73-814c-f4f53bc01adb,7b30979e-2805-5bdb-b8d7-7122baf8a47b,County-Level Environment Survey Results,This dataset contains environment data collected by federal agencies. It covers key indicators relevant to county-level environment survey results and is updated periodically.,public,Open Data Commons Public Domain,2010-09-01 19:37:03,2024-06-03 01:41:45,data@faa.gov,Statistics Division,county-level-environment-survey-results-48114891
b97552e5-54ff-4cac-880a-99f258250dca,ea0ed734-92dc-575b-87ae-b4491b0a52e3,National Science & Research Inventory 2015,Comprehensive science & research statistics for research and policy analysis. Data sourced from official government records and surveys.,restricted public,License Not Specified,2015-11-22 10:41:42,2022-05-15 11:15:21,data@dir.texas.gov,Data Governance,national-science-research-inventory-2015-b97552e5
cb355861-4ac2-4c01-8ecf-f0107050d849,33a3d471-d1cf-551f-ad4f-b99ae751c997,Annual Agriculture Report - National Park Service,Federal dataset for annual agriculture report - national park service. Includes historical records and current measurements across multiple geographic regions.,public,Other (Open),2018-04-02 07:52:19,2023-04-12 21:23:52,blsdata@bls.gov,Data Policy,annual-agriculture-report-national-park-service-cb355861
2d500575-084d-4184-9c2b-fcbc36913152,05cef825-2b53-52ec-98ae-1232be6a74a7,Annual Demographics Report - U.S. Department of,Federal dataset for annual demographics report - u.s. department of. Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2015-04-11 14:27:59,2020-07-09 16:41:48,nasa-data@nasa.gov,Data Services,annual-demographics-report-u-s-department-of-2d500575
2a50d205-7ed7-417f-86d3-37aefd16aebe,ea548bb9-4b2c-5f08-be80-218c30e7a80e,Weather Indicators Dashboard,This dataset contains weather data collected by federal agencies. It covers key indicators relevant to weather indicators dashboard and is updated periodically.,public,Creative Commons CCZero,2014-02-19 12:21:38,2023-04-15 11:01:33,census.data@census.gov,Data Dissemination,weather-indicators-dashboard-2a50d205
1dbfe95f-7f52-437b-8de6-30046f6e81dd,b5e19456-28d5-581c-bf70-d015b6f89c34,Business Statistics by City-Level (2015),Comprehensive business statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2019-05-27 15:43:15,2023-06-30 17:27:11,data@federalreserve.gov,Research Data,business-statistics-by-city-level-2015-1dbfe95f
5fe90427-a6bd-4d19-a0b3-20574ae611c9,ce969544-a876-5089-a4f4-33b84dbb3aea,Coastal Geospatial Survey Results,Comprehensive geospatial statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2019-05-26 02:16:29,2024-02-10 23:32:21,gs-w_data@usgs.gov,Data Management,coastal-geospatial-survey-results-5fe90427
dd5ce2d9-6a05-4bd9-a290-f9df14b6c63a,2e700355-61d6-530f-b2ef-15217fcfd96f,Urban Health Survey Results,Federal dataset for urban health survey results. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons Attribution,2015-05-24 20:14:53,2022-01-01 02:34:58,dataportal@cityofchicago.org,Data Analytics,urban-health-survey-results-dd5ce2d9
ea8301be-c487-4089-b230-eb14fb25ca46,55564db0-b0e3-58d0-922e-9bb646183f6f,County-Level Finance Trends 2015-2016,"Open government dataset providing detailed finance information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2012-12-31 13:49:20,2022-12-30 02:22:13,info@usda.gov,Communications Office,county-level-finance-trends-2015-2016-ea8301be
67eea0ca-f049-494d-a8a0-0aa9a269ddeb,ce969544-a876-5089-a4f4-33b84dbb3aea,ZIP Code Education Trends 2016-2017,"Open government dataset providing detailed education information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons CCZero,2014-01-18 16:53:56,2024-11-07 03:24:29,gs-w_data@usgs.gov,Data Management,zip-code-education-trends-2016-2017-67eea0ca
4f37f511-1ff0-4e55-af21-acec8d0957dc,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,Climate Statistics by Urban (2013),Comprehensive climate statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons CCZero,2010-09-24 08:55:24,2021-01-22 08:08:45,opendata@state.ca.gov,CDT Open Data,climate-statistics-by-urban-2013-4f37f511
995bf28a-fc36-428a-8eb0-fc699b516def,ea0ed734-92dc-575b-87ae-b4491b0a52e3,Annual Energy Report - U.S. Environmental Protection,Federal dataset for annual energy report - u.s. environmental protection. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons CCZero,2011-09-26 15:57:12,2021-08-27 02:05:18,data@dir.texas.gov,Data Governance,annual-energy-report-u-s-environmental-protection-995bf28a
c162e8b7-5e13-4f2d-a9e1-03248601f619,a9817270-ab22-5d9a-bb87-c241b4039796,Climate Statistics by City-Level (2022),This dataset contains climate data collected by federal agencies. It covers key indicators relevant to climate statistics by city-level (2022) and is updated periodically.,restricted public,Other (Open),2013-04-30 00:28:28,2022-12-27 02:42:45,eddata@ed.gov,Data Quality Group,climate-statistics-by-city-level-2022-c162e8b7
3a392e86-e823-4664-b3c8-4de14e76d164,ea0ed734-92dc-575b-87ae-b4491b0a52e3,National Science & Research Inventory 2011,"Open government dataset providing detailed science & research information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2018-04-28 05:38:37,2020-07-20 04:26:39,data@dir.texas.gov,Data Governance,national-science-research-inventory-2011-3a392e86
acb47e87-b576-4b99-882b-22c061a4c14f,f702af7c-3b01-5abd-8846-78fd4f1787b2,Weather Statistics by Urban (2010),This dataset contains weather data collected by federal agencies. It covers key indicators relevant to weather statistics by urban (2010) and is updated periodically.,public,Creative Commons CCZero,2017-02-19 04:10:42,2021-05-27 04:51:47,nihod@nih.gov,Open Data Office,weather-statistics-by-urban-2010-acb47e87
cc871d2c-88ce-41d7-8fcf-b800c147b407,f702af7c-3b01-5abd-8846-78fd4f1787b2,National Park Service Open Data: Weather,This dataset contains weather data collected by federal agencies. It covers key indicators relevant to national park service open data: weather and is updated periodically.,public,U.S. Government Work,2015-12-08 06:40:17,2022-10-13 18:51:59,nihod@nih.gov,Open Data Office,national-park-service-open-data-weather-cc871d2c
3185aaf1-0fd7-4a2e-8cfa-f983c9a17755,1cfe6182-d24e-55cd-bf9c-ed4571e81522,State-Level Geospatial Survey Results,Federal dataset for state-level geospatial survey results. Includes historical records and current measurements across multiple geographic regions.,public,Open Data Commons Public Domain,2010-05-05 01:41:42,2022-08-06 08:35:21,opendata@records.nyc.gov,Open Data Team,state-level-geospatial-survey-results-3185aaf1
dabf47ef-1d51-41e1-99ef-f544dce5079c,ce969544-a876-5089-a4f4-33b84dbb3aea,Transportation Statistics by Urban (2015),This dataset contains transportation data collected by federal agencies. It covers key indicators relevant to transportation statistics by urban (2015) and is updated periodically.,restricted public,U.S. Government Work,2019-12-03 20:01:45,2020-10-28 20:33:25,gs-w_data@usgs.gov,Data Management,transportation-statistics-by-urban-2015-dabf47ef
d6fc3369-ef8f-4c5f-82f2-dc16d84d48d7,b5e19456-28d5-581c-bf70-d015b6f89c34,Bureau of Labor Open Data: Public Safety,This dataset contains public safety data collected by federal agencies. It covers key indicators relevant to bureau of labor open data: public safety and is updated periodically.,public,License Not Specified,2020-10-31 10:02:45,2023-04-01 00:16:55,data@federalreserve.gov,Research Data,bureau-of-labor-open-data-public-safety-d6fc3369
